mileage,engine,max_power,km_driven,transmission,Cluster
10.5,2179.0,120.0,120000,1,2
13.1,1493.0,82.0,100000,1,1
20.77,1248.0,88.76,60000,1,1
18.3,1991.0,147.9,135000,1,2
20.4,1197.0,81.8,90000,1,3
22.07,1199.0,73.9,75000,1,1
11.4,2494.0,100.6,185000,1,2
19.34,1198.0,76.0,71717,2,0
11.79,2179.0,120.0,150000,2,0
26.59,1248.0,74.0,55000,1,1
15.3,1596.0,99.6,90000,1,3
23.01,999.0,67.0,35000,1,3
12.55,2982.0,168.5,120000,1,2
13.45,1086.0,62.1,100000,1,3
12.9,1799.0,130.0,40000,2,0
13.0,2489.0,95.0,100000,1,2
14.1,2179.0,147.94,120000,1,2
19.0,998.0,67.1,60000,1,3
15.96,2523.0,63.0,2000,1,2
14.0,2523.0,75.0,100000,1,2
14.95,2489.0,93.7,110000,1,2
13.93,2179.0,138.1,90000,1,2
23.57,1396.0,70.0,84321,1,1
15.1,2179.0,140.0,177000,1,2
18.0,1248.0,75.0,60000,1,1
19.09,1396.0,69.0,205000,1,1
20.36,1197.0,78.9,70000,1,3
18.9,1248.0,74.0,70000,1,3
19.01,1461.0,108.45,126000,1,1
10.91,3198.0,197.0,120000,2,0
19.1,1405.0,70.0,70000,1,1
18.49,1493.0,100.0,82000,1,1
16.1,796.0,37.0,110000,1,3
20.85,1197.0,83.14,45000,1,3
21.64,1461.0,84.8,70000,1,1
20.45,1461.0,83.8,80000,1,1
15.4,2179.0,120.0,45000,1,2
20.3,998.0,68.05,60000,1,3
18.6,1197.0,85.8,41800,1,3
18.9,1248.0,74.0,132000,1,3
28.4,1248.0,74.02,50000,1,1
20.0,1399.0,68.0,40000,1,1
18.9,1061.0,67.0,96000,1,3
14.0,2498.0,112.0,117000,1,2
19.81,1086.0,68.05,110000,1,3
25.8,1498.0,98.6,100000,1,1
19.7,796.0,46.3,88700,1,3
16.95,1498.0,97.7,70000,1,3
17.3,1061.0,64.0,110000,1,3
22.74,796.0,47.3,15000,1,3
20.8,1461.0,65.0,80000,1,1
18.5,1197.0,85.8,50000,1,3
21.1,814.0,55.2,15000,1,3
22.7,799.0,53.64,25000,1,3
21.0,1461.0,64.1,57000,1,1
15.96,2523.0,62.1,75000,1,2
15.37,1196.0,73.0,26000,1,3
24.4,1120.0,71.01,160000,1,1
19.7,796.0,46.3,120000,1,3
19.7,796.0,46.3,50000,1,3
19.7,796.0,46.3,40000,1,3
18.9,1248.0,74.0,90000,1,1
18.9,1248.0,74.0,120000,1,3
17.8,1497.0,117.3,28000,1,3
28.4,1248.0,74.02,50000,1,1
20.77,1248.0,88.8,90000,1,1
24.8,1396.0,88.7,40000,1,1
25.83,1498.0,99.0,113000,1,1
17.8,1248.0,75.0,188000,1,1
20.0,1399.0,68.0,100000,1,1
14.0,1948.0,90.0,225000,1,2
18.49,1493.0,100.0,67000,1,1
25.44,936.0,57.6,70000,1,1
14.28,1798.0,138.03,50000,1,1
16.36,2179.0,187.7,60000,2,0
22.0,1498.0,108.495,34000,2,0
12.8,1493.0,100.0,110000,1,3
18.9,1248.0,74.0,71000,1,3
18.9,998.0,67.1,140000,1,3
16.8,1497.0,116.3,100000,1,3
18.9,1197.0,81.86,10000,2,0
21.63,998.0,67.04,30000,1,3
15.73,1968.0,174.33,22000,2,0
26.8,1597.0,118.0,5500,1,1
19.62,1998.0,190.0,18000,2,0
11.36,2755.0,171.5,20000,2,0
20.3,1086.0,68.0,7000,1,3
17.0,2596.0,80.8,20000,1,2
21.63,998.0,67.04,4875,1,3
17.01,1582.0,126.2,2700,2,0
24.3,1248.0,88.5,58511,1,1
25.83,1498.0,99.0,105000,1,1
16.55,2498.0,105.0,26235,1,2
21.5,1497.0,108.5,26766,1,1
13.96,1451.0,141.0,1600,2,0
15.8,2148.0,170.0,46000,1,2
17.3,1497.0,121.0,23000,1,1
20.4,1197.0,81.8,24522,1,3
22.69,1995.0,190.0,13663,2,0
19.3,1968.0,141.0,11000,2,0
24.3,1248.0,88.5,63000,1,1
16.2,1199.0,74.0,2000,1,3
12.05,2179.0,120.0,300000,1,2
19.2,1461.0,65.0,190000,1,1
26.0,1498.0,98.6,80000,1,1
16.0,1198.0,90.0,80000,1,3
23.95,998.0,67.05,54000,1,3
23.01,999.0,67.0,30000,1,3
15.37,1196.0,73.0,5000,1,3
18.49,1493.0,100.0,58945,1,1
20.0,1399.0,68.0,90000,1,1
12.8,2494.0,102.0,375000,1,2
20.77,1248.0,88.76,160000,1,1
15.11,1598.0,103.6,80000,1,1
16.1,796.0,37.0,50000,1,3
19.09,1405.0,69.01,80000,1,1
15.96,2523.0,62.1,156975,1,2
21.43,1364.0,86.79,5000,1,1
18.2,1199.0,82.4,50000,1,3
22.77,1498.0,98.59,27620,1,1
12.05,2179.0,120.0,120000,1,2
14.0,2498.0,112.0,120000,1,2
17.19,1197.0,81.86,58000,1,3
16.95,1498.0,97.7,50000,1,3
20.89,1197.0,81.8,40000,2,0
17.5,1199.0,88.7,7800,1,3
13.1,2499.0,141.0,68000,1,2
16.02,1373.0,93.7,60000,1,3
12.8,1396.0,85.0,74000,1,3
13.93,2179.0,138.1,58000,1,2
19.0,998.0,66.1,70000,1,3
18.16,1196.0,86.8,70000,1,3
20.36,1197.0,78.9,110000,1,3
18.9,1248.0,74.0,80000,1,3
22.54,1396.0,88.73,80000,1,1
24.2,1498.0,93.87,59000,1,1
25.0,1396.0,69.0,110000,1,1
21.63,998.0,67.04,25000,1,3
22.74,796.0,47.3,55000,1,3
27.62,793.0,47.0,25000,1,1
14.0,2498.0,112.0,300000,1,2
25.83,1498.0,99.0,143200,1,1
17.1,1956.0,170.0,60000,1,2
23.08,1461.0,63.1,120000,1,1
26.21,1248.0,88.5,145000,1,1
18.6,1197.0,81.83,30000,1,3
18.9,1197.0,81.86,8000,1,3
13.1,2499.0,141.0,170000,1,2
23.4,1248.0,74.0,100000,1,1
14.0,796.0,35.0,62000,1,3
15.1,2179.0,140.0,110000,1,2
18.9,1248.0,74.0,137000,1,3
13.58,2499.0,72.4,80000,1,2
17.3,993.0,60.0,80000,1,3
23.4,1248.0,74.0,100000,1,1
15.96,2523.0,63.0,120000,1,2
28.4,1248.0,74.02,24000,1,1
25.32,1198.0,77.0,80000,1,1
22.32,1582.0,126.32,138000,1,1
18.9,998.0,67.1,147000,1,3
18.49,1493.0,100.0,60000,1,1
18.0,995.0,62.0,80000,1,3
22.74,796.0,47.3,50000,1,3
21.02,1248.0,88.76,189000,1,1
21.21,1498.0,103.2,90000,2,0
21.9,1396.0,88.76,56000,1,1
18.88,1995.0,184.0,140000,2,0
23.1,998.0,67.04,60000,1,3
15.1,2179.0,140.0,130000,1,2
18.88,1995.0,184.0,140000,2,0
20.45,1461.0,83.8,35000,1,1
20.45,1461.0,83.8,35000,1,1
11.57,2179.0,138.1,156000,1,2
22.74,796.0,47.3,90000,1,3
17.0,1405.0,70.0,60000,1,1
19.01,1461.0,108.5,36000,1,1
21.1,814.0,55.2,20000,1,3
13.93,2179.0,138.0,160000,1,2
12.7,2609.0,116.6,185000,1,2
17.0,1405.0,71.0,110000,1,1
25.17,799.0,53.3,10800,1,3
15.96,2523.0,62.1,120000,1,2
20.89,1197.0,81.8,15000,1,3
12.2,1948.0,68.0,67500,1,2
17.6,2179.0,153.86,30000,1,2
25.32,1198.0,77.0,50000,1,1
18.49,1493.0,100.0,100000,1,1
15.96,2523.0,63.0,150000,1,2
16.0,2179.0,140.0,110000,1,2
22.74,796.0,47.3,30000,1,3
19.7,796.0,46.3,60000,1,3
13.0,2489.0,95.0,255000,1,2
16.52,1991.0,123.7,120000,1,2
22.74,796.0,47.3,49900,1,3
21.12,1248.0,88.8,86000,1,1
20.63,1198.0,67.0,71850,1,3
21.2,1248.0,75.0,95000,1,1
17.5,1298.0,85.8,70000,1,3
21.1,814.0,55.2,35000,1,3
20.85,1197.0,83.14,50000,1,3
13.6,2523.0,63.0,120000,1,2
22.7,1582.0,126.2,145000,1,1
18.9,1248.0,74.0,190000,1,1
16.0,2179.0,138.0,40000,1,2
27.39,1248.0,74.0,110000,1,1
17.3,1061.0,57.5,112000,1,3
20.38,1968.0,143.0,70000,2,0
23.2,1248.0,73.94,110000,1,1
24.0,1186.0,73.97,29000,1,1
18.9,998.0,67.1,60000,1,3
18.9,1248.0,74.0,120000,1,3
16.1,796.0,37.0,46000,1,3
11.79,2179.0,120.0,120000,2,0
20.51,998.0,67.04,80000,1,3
12.8,2494.0,102.0,159000,1,2
15.96,2523.0,62.1,110000,1,2
19.7,796.0,46.3,75000,1,3
19.3,1248.0,73.9,120000,1,1
17.0,1497.0,118.0,110000,1,3
18.0,995.0,62.0,80000,1,3
21.1,814.0,55.2,80000,1,3
18.9,1248.0,74.0,85000,1,1
21.64,1461.0,84.8,71000,1,1
16.0,2179.0,140.0,108000,1,2
19.87,1461.0,83.8,75000,1,1
21.56,1462.0,103.25,22000,1,3
13.22,2967.0,241.4,76131,2,0
18.6,1197.0,81.83,30000,1,3
12.07,2967.0,241.4,65000,2,0
15.4,2523.0,75.0,60000,1,2
22.07,1199.0,73.9,80000,1,1
9.0,2997.0,218.0,80000,2,0
12.07,2967.0,241.4,70000,2,0
24.3,1248.0,88.5,51777,1,1
0.0,2179.0,115.0,64788,2,0
19.5,1199.0,88.76,20000,1,3
18.78,999.0,75.0,19000,1,3
18.5,796.0,53.0,46951,1,3
20.63,1198.0,67.0,19000,1,3
22.77,1498.0,98.59,50000,1,1
19.67,1582.0,126.2,60000,1,1
19.01,1461.0,108.45,100000,1,1
17.3,993.0,60.0,10000,1,3
22.9,1248.0,74.0,50000,1,1
20.51,998.0,67.04,74537,1,3
12.6,1586.0,103.3,90000,2,0
18.9,1248.0,74.0,80000,1,1
18.0,995.0,62.0,70000,1,3
18.9,1061.0,67.0,80000,1,3
24.4,1120.0,71.0,35000,1,1
18.6,1199.0,76.8,23500,1,3
25.6,1498.0,97.9,82000,1,1
12.99,2494.0,100.6,100000,1,2
18.6,1197.0,81.83,15000,1,3
27.39,1248.0,74.0,30000,1,1
18.9,1197.0,82.0,30000,1,3
21.63,998.0,67.0,11000,1,3
19.02,1198.0,67.05,140000,1,3
23.0,1248.0,88.7,110000,1,1
20.92,998.0,67.1,48000,1,3
22.9,1248.0,74.0,70000,1,1
22.0,1197.0,81.8,70000,1,3
15.4,1997.0,120.0,58000,1,2
17.3,1061.0,57.5,40000,1,3
17.3,993.0,60.0,90000,1,3
14.0,2498.0,112.0,40000,1,2
12.05,2179.0,120.0,110000,1,2
11.57,2179.0,138.1,80000,1,2
24.3,1248.0,88.5,60000,1,1
15.96,2523.0,62.1,50000,1,2
23.84,1199.0,84.0,25000,1,3
22.9,1248.0,74.0,100000,1,1
19.3,1248.0,73.9,52000,1,1
19.81,1086.0,68.05,80000,1,3
25.8,1498.0,98.6,85000,1,1
24.3,1248.0,88.5,83000,1,1
22.74,796.0,47.3,50000,1,3
18.9,1061.0,67.0,120000,1,3
15.96,2523.0,62.1,100000,1,2
22.9,1248.0,74.0,70000,1,1
19.7,796.0,46.3,19000,1,3
17.0,1497.0,118.0,68600,1,3
16.5,1493.0,70.0,60000,1,1
15.96,2523.0,62.1,65000,1,2
16.8,1497.0,116.3,40000,1,3
18.9,1248.0,74.0,160000,1,1
23.1,998.0,67.04,25000,1,3
20.92,998.0,67.1,29500,1,3
17.0,1591.0,121.3,13887,1,3
22.74,796.0,47.3,50000,1,3
25.17,799.0,53.3,30000,1,3
22.74,796.0,47.3,100000,1,3
14.49,1399.0,92.7,60000,1,3
22.54,1396.0,88.73,60000,1,1
19.4,1405.0,70.0,120000,1,1
17.0,1497.0,121.36,13500,1,3
20.3,1248.0,75.0,52000,1,1
21.4,1197.0,83.1,30000,1,3
19.1,1197.0,82.0,14000,1,3
15.05,2179.0,147.9,90000,1,2
24.7,1047.0,69.0,50000,1,1
13.0,2489.0,95.0,120000,1,2
21.1,814.0,55.2,10000,1,3
21.4,1197.0,83.1,10000,1,3
20.73,1373.0,91.1,25000,1,3
17.0,1591.0,121.3,20000,1,3
22.9,1248.0,74.0,60000,1,1
18.9,1197.0,81.86,40000,1,3
19.3,1248.0,73.9,60000,1,1
16.9,1197.0,82.0,50000,2,0
17.0,1591.0,121.3,20000,1,3
24.7,796.0,47.3,35000,1,3
28.09,1248.0,88.5,40000,1,1
21.5,1497.0,108.5,60000,1,1
17.01,1591.0,121.4,20000,1,3
17.0,1497.0,121.36,30000,1,3
23.95,998.0,67.05,29000,1,3
20.0,1497.0,115.0,17000,1,1
20.51,998.0,67.04,50000,1,3
18.6,1368.0,98.63,42000,2,0
12.8,2494.0,102.0,120000,1,2
21.03,1461.0,65.0,110000,1,1
23.57,1396.0,70.0,90000,1,1
23.26,1197.0,88.5,70000,1,3
20.5,1598.0,105.0,66000,1,1
16.2,1493.0,110.0,70000,1,1
14.8,1591.0,121.3,5000,2,0
21.03,1461.0,65.0,50000,1,1
15.41,1598.0,103.2,25000,1,3
23.4,1248.0,74.0,70000,1,1
16.1,796.0,37.0,40000,1,3
16.0,2179.0,140.0,110000,1,2
13.93,2179.0,138.0,150000,1,2
19.1,1405.0,70.0,45000,1,1
16.1,1405.0,70.0,90000,1,1
11.57,2179.0,138.1,140000,1,2
13.8,1299.0,70.0,83000,1,3
16.96,1968.0,138.1,106000,2,0
15.26,1150.0,74.9,60000,1,3
16.8,796.0,34.2,40000,1,3
17.0,1197.0,80.0,138000,1,3
22.74,796.0,47.3,80000,1,3
15.3,1341.0,83.0,50000,1,3
18.2,1199.0,82.4,50000,1,3
18.5,1197.0,85.8,120000,1,3
22.0,1197.0,81.8,24400,1,3
15.96,2523.0,62.1,60000,1,2
18.5,1197.0,85.8,120000,1,3
24.8,1396.0,88.7,60000,1,1
19.7,796.0,46.3,100000,1,3
18.9,1248.0,74.0,60000,1,3
16.1,796.0,37.0,120000,1,3
25.17,799.0,53.3,27500,1,3
16.1,796.0,37.0,10000,1,3
18.5,1197.0,80.0,120000,1,3
18.9,1248.0,74.0,70000,1,1
15.64,1193.0,64.1,120000,1,3
24.4,1120.0,71.01,90000,1,1
20.0,1399.0,68.1,70000,1,1
19.01,1461.0,108.45,188000,1,1
18.0,995.0,62.0,67840,1,3
25.4,624.0,37.48,30000,1,3
22.74,796.0,47.3,35000,1,3
18.9,1248.0,74.0,150000,1,1
24.3,1248.0,88.5,100000,1,1
20.51,998.0,67.04,30000,1,3
18.9,1197.0,82.0,70000,1,3
18.9,1248.0,74.0,149032,1,1
13.6,2523.0,63.0,380000,1,2
18.9,1248.0,74.0,84050,1,3
16.2,1199.0,74.0,15000,1,3
13.8,1399.0,68.0,140000,1,1
19.7,796.0,35.0,120000,1,3
25.2,1248.0,74.0,112880,1,1
19.4,1405.0,70.0,135000,1,1
18.9,998.0,67.1,80000,1,3
18.6,1199.0,79.4,128000,1,3
13.6,2523.0,63.0,120000,1,2
12.6,1586.0,103.2,30000,2,0
17.0,1198.0,108.5,70000,1,3
18.6,1197.0,81.83,41000,1,3
18.9,1248.0,74.0,28100,1,3
19.7,796.0,46.3,30000,1,3
23.95,998.0,67.05,30000,1,3
16.36,1495.0,93.7,35000,1,3
15.0,1586.0,104.68,22000,1,3
18.9,998.0,67.1,70000,1,3
18.9,1248.0,74.0,100000,1,3
16.5,1493.0,70.0,70000,1,1
10.5,2179.0,120.0,200000,1,2
13.93,2179.0,138.03,120000,1,2
20.89,1197.0,81.8,3000,1,3
20.92,998.0,67.1,50000,1,3
15.96,2523.0,62.1,50000,1,2
18.2,1199.0,88.7,1500,2,0
22.27,1498.0,108.6,74000,1,1
18.7,1199.0,88.7,25000,1,3
27.3,1498.0,98.6,61915,1,1
21.1,814.0,55.2,110000,1,3
20.14,1498.0,88.0,70000,1,1
17.8,1248.0,75.0,150000,1,1
17.21,1493.0,100.0,110000,1,1
25.44,936.0,56.3,90000,1,1
15.6,1196.0,70.0,120000,1,3
12.99,2494.0,100.6,65000,1,2
20.52,1197.0,81.8,10000,1,3
20.36,1197.0,78.9,80000,1,3
20.77,1248.0,88.76,184000,1,1
32.52,998.0,58.33,80000,1,3
17.3,993.0,60.0,70000,1,3
15.6,1586.0,104.68,89000,1,3
22.9,1248.0,74.0,69000,1,1
25.0,1396.0,69.0,90000,1,1
21.1,814.0,55.2,8000,1,3
17.0,1197.0,80.0,35000,1,3
17.0,1197.0,80.0,45000,1,3
20.4,1248.0,91.2,30000,1,1
16.1,796.0,37.0,59000,1,3
19.34,1462.0,103.0,6200,1,3
21.63,998.0,67.0,120000,1,3
20.51,998.0,67.04,70000,1,3
14.0,796.0,35.0,70000,1,3
15.4,2523.0,75.0,110000,1,2
18.9,1248.0,74.0,158000,1,3
18.0,995.0,62.0,93000,1,3
13.58,2499.0,72.4,110000,1,2
19.7,796.0,46.3,57000,1,3
13.2,1495.0,94.0,120000,1,3
17.5,1298.0,85.8,120000,1,3
22.1,1396.0,88.7,60000,1,1
23.03,1396.0,69.0,70000,1,1
17.3,993.0,60.0,60000,1,3
25.8,1498.0,98.6,100000,1,1
20.36,1197.0,78.9,35000,1,3
17.8,1248.0,75.0,90000,1,1
17.19,1197.0,81.86,50000,1,3
18.5,1197.0,80.0,98000,1,3
18.5,1197.0,82.85,30000,1,3
16.3,1797.0,147.5,50000,1,1
18.9,1197.0,82.0,26000,1,3
19.7,796.0,46.3,46000,1,3
19.7,796.0,46.3,80000,1,3
23.84,1199.0,84.0,10000,1,3
22.74,796.0,47.3,16700,1,3
28.4,1248.0,74.02,70000,1,1
20.85,1197.0,83.14,7967,1,3
22.0,1197.0,81.8,20000,1,3
18.9,1248.0,74.0,50000,1,1
25.17,799.0,53.3,9656,1,3
19.81,1086.0,68.05,50000,1,3
24.4,1498.0,98.63,17000,1,1
18.0,995.0,62.0,50000,1,3
25.17,799.0,53.3,10000,1,3
18.5,1197.0,82.85,43000,1,3
23.5,1396.0,88.7,50000,1,1
18.9,998.0,67.0,90000,1,3
14.0,2498.0,112.0,100000,1,2
0.0,1086.0,62.1,80000,1,3
21.21,1197.0,81.8,5000,1,3
22.7,1498.0,89.84,68609,1,1
22.77,1498.0,98.59,33360,1,1
14.23,1498.0,104.55,14317,1,3
20.0,1399.0,68.05,87237,1,1
25.83,1498.0,99.0,62960,1,1
21.21,1197.0,81.8,26634,2,0
18.5,1399.0,68.0,163720,1,1
18.9,998.0,67.1,67998,1,3
23.8,1499.0,98.63,20706,1,1
25.83,1498.0,99.0,100581,1,1
20.45,1461.0,83.8,67303,1,1
18.5,1197.0,85.8,79139,1,3
24.0,1120.0,70.0,84784,1,1
23.2,1248.0,73.94,130376,1,1
13.93,2179.0,138.03,72000,1,2
16.8,1493.0,110.0,127000,1,1
25.2,1248.0,74.0,120000,1,1
18.9,1248.0,74.0,120000,1,1
24.4,1120.0,71.0,100000,1,1
18.9,1248.0,74.0,148000,1,1
24.52,1248.0,88.5,40000,1,1
23.4,1248.0,74.0,110000,1,1
20.3,1199.0,84.0,30000,1,3
19.1,1405.0,70.0,120000,1,1
18.16,1196.0,86.8,15000,1,3
23.65,1248.0,88.5,33500,1,1
17.21,1493.0,100.0,70000,1,1
18.16,1197.0,78.8,10000,1,3
16.36,2179.0,120.0,22053,1,2
18.49,1493.0,100.0,50000,1,1
16.52,1991.0,123.7,78432,1,2
14.66,2199.0,194.3,125000,1,2
26.1,1498.0,99.23,80000,1,1
12.8,2494.0,102.0,270000,1,2
19.4,1198.0,86.8,50000,1,3
23.84,1199.0,84.0,20000,1,3
15.29,1591.0,121.3,30000,1,3
19.81,1086.0,68.05,70000,1,3
12.99,2494.0,100.6,7200,1,2
26.0,1498.0,98.6,97000,1,1
21.1,814.0,55.2,60000,1,3
18.2,1199.0,84.8,25000,1,3
20.36,1197.0,78.9,94000,1,3
15.4,1590.0,94.0,90000,1,3
12.12,2231.0,184.0,50000,2,0
22.95,1248.0,74.0,35000,1,1
17.4,1497.0,117.3,117500,1,3
15.1,2179.0,140.0,78500,1,2
18.6,1197.0,81.83,8000,1,3
18.12,1196.0,86.8,25000,1,3
22.32,1582.0,126.32,60000,1,1
22.5,999.0,67.0,10000,1,3
14.2,1597.0,92.0,70000,1,3
25.4,624.0,37.48,60000,1,3
17.7,1497.0,78.0,70000,1,3
16.1,796.0,37.0,25000,1,3
13.9,1599.0,103.2,90000,1,3
19.67,1582.0,126.2,90000,1,1
23.84,1199.0,84.0,25000,1,3
23.5,1498.0,88.7,60000,1,1
23.84,1199.0,84.0,25000,1,3
22.74,796.0,47.3,60000,1,3
18.0,995.0,62.0,70000,1,3
24.52,1248.0,88.5,80000,1,1
15.4,2523.0,75.0,110000,1,2
12.05,2179.0,120.0,115717,1,2
17.7,1399.0,68.0,110000,1,1
15.05,2179.0,147.9,70000,1,2
21.21,1197.0,81.8,4000,1,3
20.36,1197.0,78.9,50000,1,3
18.9,1197.0,82.0,70000,1,3
20.36,1197.0,78.9,70000,1,3
18.5,1197.0,80.0,50000,1,3
26.59,1248.0,74.0,55000,1,1
17.0,1198.0,108.5,5000,2,0
15.96,2523.0,62.1,100000,1,2
20.36,1197.0,78.9,23000,1,3
22.74,796.0,47.3,60000,1,3
18.9,1061.0,67.0,70000,1,3
18.9,1248.0,74.0,82000,1,3
18.9,1061.0,67.0,60000,1,3
14.1,2179.0,153.86,100000,1,2
20.77,1248.0,88.76,90000,1,1
25.4,624.0,37.48,26432,1,3
16.8,796.0,34.2,46702,1,3
16.8,796.0,34.2,46706,1,3
16.84,1193.0,64.4,53523,1,3
25.44,936.0,56.3,56365,1,1
16.2,995.0,62.1,49563,1,3
16.1,796.0,37.0,56432,1,3
16.1,796.0,37.0,52365,1,3
19.7,796.0,46.3,53512,1,3
18.9,1248.0,74.0,53563,1,3
11.18,2696.0,184.0,40000,2,0
18.9,998.0,67.1,46533,1,3
18.9,1248.0,74.0,59635,1,3
14.0,796.0,35.0,58632,1,3
18.9,1248.0,74.0,58632,1,3
16.0,2179.0,140.0,80000,2,0
24.52,1248.0,88.5,70000,1,1
23.01,999.0,67.0,90000,1,3
14.09,1596.0,99.6,110000,1,3
17.21,1493.0,100.0,90000,1,1
15.4,2179.0,120.0,70000,1,2
16.6,1197.0,85.0,80000,1,3
19.7,796.0,46.3,78000,1,3
16.5,1493.0,70.0,45000,1,1
23.95,998.0,67.05,50000,1,3
24.7,796.0,47.3,58000,1,3
12.8,2494.0,102.0,120000,1,2
14.7,1150.0,76.0,30000,1,3
14.1,2179.0,147.94,162000,1,2
26.6,998.0,58.16,50000,1,3
18.6,1197.0,81.83,25000,1,3
15.4,1997.0,120.0,60000,1,2
13.45,1086.0,62.1,70000,1,3
19.3,1248.0,73.9,138000,1,1
20.36,1197.0,78.9,70000,1,3
19.7,796.0,46.3,48000,1,3
11.4,2953.0,153.86,110000,2,0
25.2,1248.0,74.0,88000,1,1
12.99,2494.0,100.6,68000,1,2
18.9,1197.0,82.0,70000,1,3
20.45,1461.0,83.8,80000,1,1
22.9,1248.0,74.0,100000,1,1
22.9,1248.0,74.0,96000,1,1
18.9,1248.0,74.0,123219,1,3
17.3,993.0,60.0,30000,1,3
23.2,1248.0,73.94,60000,1,1
18.9,1248.0,74.0,90000,2,0
25.2,1248.0,74.0,65000,1,1
23.1,998.0,67.04,48000,1,3
18.9,1197.0,82.0,65300,1,3
18.6,1197.0,81.83,40000,1,3
25.44,936.0,57.6,60000,1,1
20.92,998.0,67.1,70000,1,3
19.7,796.0,46.3,70000,1,3
24.0,1120.0,70.0,70000,1,1
19.7,796.0,46.3,150000,1,3
23.95,998.0,67.05,10000,1,3
22.32,1582.0,126.3,56000,1,1
22.7,799.0,53.64,30000,1,3
18.9,1197.0,82.0,50000,1,3
20.0,1399.0,68.0,120000,1,1
26.6,998.0,58.16,40000,1,3
18.9,1197.0,81.86,27500,1,3
20.77,1248.0,88.76,73000,1,1
26.59,1248.0,74.0,75000,1,1
23.01,999.0,67.0,5000,1,3
26.2,998.0,58.2,50000,1,3
26.59,1248.0,74.0,70000,1,1
26.59,1248.0,74.0,60000,1,1
18.9,998.0,67.1,110000,1,3
20.46,1461.0,83.8,95000,1,1
21.1,814.0,55.2,34000,1,3
18.9,1197.0,82.0,25000,1,3
21.94,1196.0,61.7,120000,1,3
23.59,1364.0,67.06,31000,1,1
26.6,998.0,58.16,70000,1,3
18.5,1197.0,85.8,47000,1,3
20.3,1086.0,68.0,5000,2,0
15.37,1196.0,73.0,44000,1,3
23.59,1364.0,67.1,120000,1,1
21.2,1248.0,75.0,39395,1,1
20.4,1461.0,108.5,67000,1,1
17.4,1497.0,117.6,20000,2,0
25.8,1498.0,98.6,40000,1,1
13.4,1794.0,125.0,120000,1,1
12.55,2982.0,168.5,80000,1,2
20.3,1086.0,68.0,7000,1,3
16.0,2179.0,140.0,15000,1,2
18.6,1199.0,76.8,50000,1,3
15.4,2179.0,120.0,30000,1,2
22.9,1248.0,74.0,120000,1,1
16.52,1991.0,123.7,64000,1,2
23.2,1248.0,73.94,120000,1,1
21.43,1364.0,87.2,85000,1,1
20.92,998.0,67.1,50000,1,3
19.7,796.0,46.3,59000,1,3
25.44,936.0,57.6,98000,1,1
18.9,1248.0,0.0,70000,1,1
18.9,1248.0,74.0,120000,1,1
20.45,1461.0,83.8,140000,1,1
18.9,1197.0,81.86,50000,1,3
23.59,1364.0,67.04,40000,1,1
26.0,1498.0,98.6,90000,1,1
15.1,2179.0,140.0,117000,1,2
26.0,1498.0,98.6,90000,1,1
16.0,995.0,63.0,70000,1,3
13.58,2499.0,72.4,230000,1,2
15.5,1586.0,103.3,155000,1,3
13.49,2179.0,138.03,60000,1,2
18.15,1198.0,82.0,110000,1,3
17.0,1405.0,71.0,120000,1,1
22.32,1582.0,126.32,100000,1,1
18.6,1199.0,79.4,40000,1,3
21.12,1248.0,88.8,110000,1,1
20.92,998.0,67.1,92500,1,3
24.7,796.0,47.3,20000,1,3
25.17,799.0,53.3,15000,1,3
16.5,1493.0,70.0,14000,1,1
22.7,799.0,53.64,35000,1,3
23.95,998.0,67.05,32000,1,3
26.6,998.0,58.16,90000,1,3
22.0,1197.0,81.8,35000,1,3
28.4,1248.0,74.02,32500,1,1
23.95,998.0,67.05,14000,2,0
25.44,936.0,56.3,70000,1,1
17.0,1591.0,121.3,20000,2,0
26.2,998.0,58.2,300000,1,3
25.2,1248.0,74.0,100000,1,1
15.1,2179.0,140.0,64800,1,2
16.5,1493.0,70.0,90000,1,1
19.1,1197.0,82.0,80000,1,3
24.8,1396.0,88.7,248000,1,1
12.99,2494.0,100.6,60000,1,2
12.8,2494.0,102.0,120000,1,2
22.7,1582.0,126.2,120000,1,1
26.2,998.0,58.2,66444,1,3
24.3,1248.0,88.5,86000,1,1
21.64,1461.0,84.8,90000,1,1
12.9,1799.0,130.0,218463,2,0
12.8,2494.0,102.0,153000,1,2
16.55,2498.0,105.0,70000,1,2
24.0,1120.0,70.0,60000,1,1
18.0,1198.0,86.7,50000,1,3
20.63,1198.0,67.0,20000,1,3
18.2,1199.0,82.4,35000,1,3
18.9,1197.0,81.86,20000,1,3
22.1,1248.0,76.9,70000,1,1
20.14,1498.0,88.0,53000,1,1
25.6,1498.0,97.9,60000,1,1
20.3,998.0,68.05,70000,1,3
20.3,1086.0,68.0,4000,1,3
20.36,1197.0,78.9,103000,1,3
24.0,1186.0,73.97,20000,1,1
22.9,1248.0,74.0,77000,1,1
20.54,1598.0,103.6,90000,1,1
22.32,1582.0,126.3,87185,1,1
18.9,998.0,67.1,167000,1,3
22.54,1396.0,88.73,77000,1,1
24.8,1396.0,88.7,110000,1,1
17.8,1399.0,68.0,120000,1,1
11.88,1086.0,62.1,170000,1,3
22.32,1582.0,126.32,100000,1,1
18.0,995.0,62.0,40000,1,3
17.88,1396.0,52.8,50000,1,1
